Date,Open,High,Low,Close,Volume
2015-01-02,2058.9,2072.4,2046.0,2058.2,0
2015-01-05,2054.4,2054.4,2017.3,2020.6,0
2015-01-06,2022.2,2030.2,1992.4,2002.6,0
2015-01-07,2005.5,2029.6,2005.5,2025.9,0
2015-01-08,2030.6,2064.1,2030.6,2062.1,0
2015-01-09,2063.4,2064.4,2038.3,2044.8,0
2015-01-12,2046.1,2049.3,2022.6,2028.3,0
2015-01-13,2031.6,2056.9,2008.2,2023.0,0
2015-01-14,2018.4,2018.4,1988.4,2011.3,0
2015-01-15,2013.8,2021.3,1991.5,1992.7,0
2015-01-16,1992.2,2020.5,1988.1,2019.4,0
2015-01-20,2020.8,2028.9,2004.5,2022.5,0
2015-01-21,2020.2,2038.3,2012.0,2032.1,0
2015-01-22,2034.3,2064.6,2026.4,2063.2,0
2015-01-23,2063.0,2063.0,2050.5,2051.8,0
2015-01-26,2050.4,2057.6,2041.0,2057.1,0
2015-01-27,2047.9,2047.9,2019.9,2029.5,0
2015-01-28,2032.3,2042.5,2001.5,2002.2,0
2015-01-29,2002.5,2024.6,1989.2,2021.2,0
2015-01-30,2019.3,2023.3,1993.4,1995.0,0
2015-02-02,1996.7,2021.7,1980.9,2020.8,0
2015-02-03,2022.7,2050.3,2022.7,2050.0,0
2015-02-04,2048.9,2054.7,2036.7,2041.5,0
2015-02-05,2043.5,2063.6,2043.5,2062.5,0
2015-02-06,2062.3,2072.4,2050.0,2055.5,0
2015-02-09,2053.5,2056.2,2041.9,2046.7,0
2015-02-10,2049.4,2070.9,2048.6,2068.6,0
2015-02-11,2068.6,2073.5,2058.0,2068.5,0
2015-02-12,2070.0,2088.5,2070.0,2088.5,0
2015-02-13,2088.8,2097.0,2086.7,2097.0,0
2015-02-17,2096.5,2101.3,2089.8,2100.3,0
2015-02-18,2099.2,2100.2,2092.2,2099.7,0
2015-02-19,2099.2,2102.1,2090.8,2097.4,0
2015-02-20,2097.7,2110.6,2085.4,2110.3,0
2015-02-23,2109.8,2110.1,2103.0,2109.7,0
2015-02-24,2109.1,2117.9,2105.9,2115.5,0
2015-02-25,2115.3,2119.6,2109.9,2113.9,0
2015-02-26,2113.9,2113.9,2103.8,2110.7,0
2015-02-27,2110.9,2112.7,2103.8,2104.5,0
2015-03-02,2105.2,2117.5,2104.5,2117.4,0
2015-03-03,2115.8,2115.8,2098.3,2107.8,0
2015-03-04,2107.7,2107.7,2087.6,2098.5,0
2015-03-05,2098.5,2104.2,2095.2,2101.0,0
2015-03-06,2100.9,2100.9,2067.3,2071.3,0
2015-03-09,2072.2,2083.5,2072.2,2079.4,0
2015-03-10,2076.1,2076.1,2044.2,2044.2,0
2015-03-11,2044.7,2050.1,2039.7,2040.2,0
2015-03-12,2041.1,2066.4,2041.1,2065.9,0
2015-03-13,2064.6,2064.6,2041.2,2053.4,0
2015-03-16,2055.3,2081.4,2055.3,2081.2,0
2015-03-17,2080.6,2080.6,2065.1,2074.3,0
2015-03-18,2072.8,2106.8,2061.2,2099.5,0
2015-03-19,2098.7,2098.7,2085.6,2089.3,0
2015-03-20,2090.3,2113.9,2090.3,2108.1,0
2015-03-23,2108.0,2114.9,2104.4,2104.4,0
2015-03-24,2103.9,2107.6,2091.5,2091.5,0
2015-03-25,2093.1,2097.4,2061.1,2061.1,0
2015-03-26,2059.9,2067.2,2045.5,2056.2,0
2015-03-27,2055.8,2062.8,2053.0,2061.0,0
2015-03-30,2064.1,2089.0,2064.1,2086.2,0
2015-03-31,2084.1,2084.1,2067.0,2067.9,0
2015-04-01,2067.6,2067.6,2048.4,2059.7,0
2015-04-02,2060.0,2072.2,2057.3,2067.0,0
2015-04-06,2064.9,2087.0,2056.5,2080.6,0
2015-04-07,2080.8,2089.8,2076.1,2076.3,0
2015-04-08,2076.9,2086.7,2073.3,2081.9,0
2015-04-09,2081.3,2093.3,2074.3,2091.2,0
2015-04-10,2091.5,2102.6,2091.5,2102.1,0
2015-04-13,2102.0,2107.7,2092.3,2092.4,0
2015-04-14,2092.3,2098.6,2083.2,2095.8,0
2015-04-15,2097.8,2111.9,2097.8,2106.6,0
2015-04-16,2106.0,2111.3,2100.0,2105.0,0
2015-04-17,2102.6,2102.6,2072.4,2081.2,0
2015-04-20,2084.1,2103.9,2084.1,2100.4,0
2015-04-21,2102.8,2109.6,2094.4,2097.3,0
2015-04-22,2098.3,2110.0,2091.1,2108.0,0
2015-04-23,2107.2,2120.5,2103.2,2112.9,0
2015-04-24,2112.8,2120.9,2112.8,2117.7,0
2015-04-27,2119.3,2125.9,2107.0,2108.9,0
2015-04-28,2108.3,2116.1,2094.9,2114.8,0
2015-04-29,2112.5,2113.7,2097.4,2106.8,0
2015-04-30,2105.5,2105.5,2077.6,2085.5,0
2015-05-01,2087.4,2108.4,2087.4,2108.3,0
2015-05-04,2110.2,2120.9,2110.2,2114.5,0
2015-05-05,2112.6,2115.2,2088.5,2089.5,0
2015-05-06,2091.3,2098.4,2067.9,2080.2,0
2015-05-07,2080.0,2092.9,2075.0,2088.0,0
2015-05-08,2092.1,2117.7,2092.1,2116.1,0
2015-05-11,2115.6,2117.7,2104.6,2105.3,0
2015-05-12,2102.9,2105.1,2085.6,2099.1,0
2015-05-13,2099.6,2110.2,2096.0,2098.5,0
2015-05-14,2100.4,2121.4,2100.4,2121.1,0
2015-05-15,2122.1,2123.9,2116.8,2122.7,0
2015-05-18,2121.3,2131.8,2120.0,2129.2,0
2015-05-19,2129.4,2133.0,2124.5,2127.8,0
2015-05-20,2127.8,2134.7,2122.6,2125.8,0
2015-05-21,2125.6,2134.3,2122.9,2130.8,0
2015-05-22,2130.4,2132.2,2126.1,2126.1,0
2015-05-26,2125.3,2125.3,2099.2,2104.2,0
2015-05-27,2105.1,2126.2,2105.1,2123.5,0
2015-05-28,2122.3,2122.3,2112.9,2120.8,0
2015-05-29,2120.7,2120.7,2104.9,2107.4,0
2015-06-01,2108.6,2119.2,2102.5,2111.7,0
2015-06-02,2110.4,2117.6,2099.1,2109.6,0
2015-06-03,2110.6,2121.9,2109.6,2114.1,0
2015-06-04,2112.3,2112.9,2093.2,2095.8,0
2015-06-05,2095.1,2101.0,2085.7,2092.8,0
2015-06-08,2092.3,2093.0,2079.1,2079.3,0
2015-06-09,2079.1,2085.6,2072.1,2080.2,0
2015-06-10,2081.1,2108.5,2081.1,2105.2,0
2015-06-11,2106.2,2115.0,2106.2,2108.9,0
2015-06-12,2107.4,2107.4,2091.3,2094.1,0
2015-06-15,2091.3,2091.3,2072.5,2084.4,0
2015-06-16,2084.3,2097.4,2082.1,2096.3,0
2015-06-17,2097.4,2106.8,2088.9,2100.4,0
2015-06-18,2101.6,2126.7,2101.6,2121.2,0
2015-06-19,2121.1,2121.6,2109.4,2110.0,0
2015-06-22,2112.5,2129.9,2112.5,2122.8,0
2015-06-23,2123.2,2128.0,2119.9,2124.2,0
2015-06-24,2123.7,2125.1,2108.6,2108.6,0
2015-06-25,2110.0,2116.0,2101.8,2102.3,0
2015-06-26,2102.6,2108.9,2095.4,2101.5,0
2015-06-29,2098.6,2098.6,2056.6,2057.6,0
2015-06-30,2061.2,2074.3,2056.3,2063.1,0
2015-07-01,2067.0,2082.8,2067.0,2077.4,0
2015-07-02,2078.0,2085.1,2071.0,2076.8,0
2015-07-06,2073.9,2078.6,2058.4,2068.8,0
2015-07-07,2069.5,2083.7,2044.0,2081.3,0
2015-07-08,2077.7,2077.7,2044.7,2046.7,0
2015-07-09,2049.7,2074.3,2049.7,2051.3,0
2015-07-10,2052.7,2081.3,2052.7,2076.6,0
2015-07-13,2080.0,2100.7,2080.0,2099.6,0
2015-07-14,2099.7,2112.0,2098.2,2108.9,0
2015-07-15,2109.0,2114.1,2102.5,2107.4,0
2015-07-16,2110.6,2124.4,2110.6,2124.3,0
2015-07-17,2126.8,2128.9,2119.9,2126.6,0
2015-07-20,2126.8,2132.8,2123.7,2128.3,0
2015-07-21,2127.6,2128.5,2115.4,2119.2,0
2015-07-22,2118.2,2118.5,2110.0,2114.2,0
2015-07-23,2114.2,2116.9,2098.6,2102.2,0
2015-07-24,2102.2,2106.0,2077.1,2079.7,0
2015-07-27,2078.2,2078.2,2063.5,2067.6,0
2015-07-28,2070.8,2095.6,2069.1,2093.2,0
2015-07-29,2094.7,2110.6,2094.1,2108.6,0
2015-07-30,2106.8,2110.5,2095.0,2108.6,0
2015-07-31,2111.6,2114.2,2102.1,2103.8,0
2015-08-03,2104.5,2105.7,2087.3,2098.0,0
2015-08-04,2097.7,2102.5,2088.6,2093.3,0
2015-08-05,2095.3,2112.7,2095.3,2099.8,0
2015-08-06,2100.8,2103.3,2075.5,2083.6,0
2015-08-07,2082.6,2082.6,2067.9,2077.6,0
2015-08-10,2081.0,2105.3,2081.0,2104.2,0
2015-08-11,2102.7,2102.7,2076.5,2084.1,0
2015-08-12,2081.1,2089.1,2052.1,2086.1,0
2015-08-13,2086.2,2092.9,2078.3,2083.4,0
2015-08-14,2083.2,2092.4,2080.6,2091.5,0
2015-08-17,2089.7,2102.9,2079.3,2102.4,0
2015-08-18,2102.0,2103.5,2094.1,2096.9,0
2015-08-19,2095.7,2096.2,2070.5,2079.6,0
2015-08-20,2076.6,2076.6,2035.7,2035.7,0
2015-08-21,2034.1,2034.1,1970.9,1970.9,0
2015-08-24,1965.2,1965.2,1867.0,1893.2,0
2015-08-25,1898.1,1948.0,1867.1,1867.6,0
2015-08-26,1872.8,1943.1,1872.8,1940.5,0
2015-08-27,1942.8,1989.6,1942.8,1987.7,0
2015-08-28,1986.1,1993.5,1975.2,1988.9,0
2015-08-31,1986.7,1986.7,1966.0,1972.2,0
2015-09-01,1970.1,1970.1,1903.1,1913.8,0
2015-09-02,1916.5,1948.9,1916.5,1948.9,0
2015-09-03,1950.8,1975.0,1944.7,1951.1,0
2015-09-04,1947.8,1947.8,1911.2,1921.2,0
2015-09-08,1927.3,1970.4,1927.3,1969.4,0
2015-09-09,1971.5,1988.6,1937.9,1942.0,0
2015-09-10,1941.6,1965.3,1937.2,1952.3,0
2015-09-11,1951.5,1961.0,1939.2,1961.0,0
2015-09-14,1963.1,1963.1,1948.3,1953.0,0
2015-09-15,1955.1,1983.2,1954.3,1978.1,0
2015-09-16,1978.0,1997.3,1977.9,1995.3,0
2015-09-17,1995.3,2020.9,1986.7,1990.2,0
2015-09-18,1989.7,1989.7,1953.5,1958.0,0
2015-09-21,1960.8,1979.6,1955.8,1967.0,0
2015-09-22,1961.4,1961.4,1929.2,1942.7,0
2015-09-23,1943.2,1949.5,1932.6,1938.8,0
2015-09-24,1934.8,1937.2,1908.9,1932.2,0
2015-09-25,1935.9,1952.9,1921.5,1931.3,0
2015-09-28,1929.2,1929.2,1879.2,1881.8,0
2015-09-29,1881.9,1899.5,1871.9,1884.1,0
2015-09-30,1887.1,1920.5,1887.1,1920.0,0
2015-10-01,1919.7,1927.2,1900.7,1923.8,0
2015-10-02,1921.8,1951.4,1893.7,1951.4,0
2015-10-05,1954.3,1989.2,1954.3,1987.0,0
2015-10-06,1986.6,1991.6,1972.0,1979.9,0
2015-10-07,1982.3,1999.3,1976.4,1995.8,0
2015-10-08,1994.0,2016.5,1987.5,2013.4,0
2015-10-09,2013.7,2020.1,2007.6,2014.9,0
2015-10-12,2015.7,2018.7,2010.5,2017.5,0
2015-10-13,2015.0,2022.3,2001.8,2003.7,0
2015-10-14,2003.7,2009.6,1990.7,1994.2,0
2015-10-15,1996.5,2024.2,1996.5,2023.9,0
2015-10-16,2024.4,2033.5,2020.5,2033.1,0
2015-10-19,2031.7,2034.5,2022.3,2033.7,0
2015-10-20,2033.1,2039.1,2026.6,2030.8,0
2015-10-21,2033.5,2038.0,2017.2,2018.9,0
2015-10-22,2021.9,2055.2,2021.9,2052.5,0
2015-10-23,2058.2,2079.7,2058.2,2075.2,0
2015-10-26,2075.1,2075.1,2066.5,2071.2,0
2015-10-27,2068.8,2070.4,2058.8,2065.9,0
2015-10-28,2066.5,2090.3,2063.1,2090.3,0
2015-10-29,2088.3,2092.5,2082.6,2089.4,0
2015-10-30,2090.0,2094.3,2079.3,2079.4,0
2015-11-02,2080.8,2106.2,2080.8,2104.1,0
2015-11-03,2102.6,2116.5,2097.5,2109.8,0
2015-11-04,2110.6,2114.6,2097.0,2102.3,0
2015-11-05,2101.7,2108.8,2090.4,2099.9,0
2015-11-06,2098.6,2101.9,2083.7,2099.2,0
2015-11-09,2096.6,2096.6,2068.2,2078.6,0
2015-11-10,2077.2,2083.7,2069.9,2081.7,0
2015-11-11,2083.4,2086.9,2074.8,2075.0,0
2015-11-12,2072.3,2072.3,2045.7,2046.0,0
2015-11-13,2044.6,2044.6,2022.0,2023.0,0
2015-11-16,2022.1,2053.2,2019.4,2053.2,0
2015-11-17,2053.7,2066.7,2045.9,2050.4,0
2015-11-18,2052.0,2085.3,2052.0,2083.6,0
2015-11-19,2083.7,2086.7,2078.8,2081.2,0
2015-11-20,2082.8,2097.1,2082.8,2089.2,0
2015-11-23,2089.4,2095.6,2081.4,2086.6,0
2015-11-24,2084.4,2094.1,2070.3,2089.1,0
2015-11-25,2089.3,2093.0,2086.3,2088.9,0
2015-11-27,2088.8,2093.3,2084.1,2090.1,0
2015-11-30,2090.9,2093.8,2080.4,2080.4,0
2015-12-01,2082.9,2103.4,2082.9,2102.6,0
2015-12-02,2101.7,2104.3,2077.1,2079.5,0
2015-12-03,2080.7,2085.0,2042.3,2049.6,0
2015-12-04,2051.2,2093.8,2051.2,2091.7,0
2015-12-07,2090.4,2090.4,2066.8,2077.1,0
2015-12-08,2073.4,2073.8,2052.3,2063.6,0
2015-12-09,2061.2,2080.3,2036.5,2047.6,0
2015-12-10,2047.9,2067.7,2045.7,2052.2,0
2015-12-11,2047.3,2047.3,2008.8,2012.4,0
2015-12-14,2013.4,2022.9,1993.3,2021.9,0
2015-12-15,2025.5,2053.9,2025.5,2043.4,0
2015-12-16,2046.5,2076.7,2042.4,2073.1,0
2015-12-17,2073.8,2076.4,2041.7,2041.9,0
2015-12-18,2040.8,2040.8,2005.3,2005.5,0
2015-12-21,2010.3,2022.9,2005.9,2021.2,0
2015-12-22,2023.2,2042.7,2020.5,2039.0,0
2015-12-23,2042.2,2064.7,2042.2,2064.3,0
2015-12-24,2063.5,2067.4,2058.7,2061.0,0
2015-12-28,2057.8,2057.8,2044.2,2056.5,0
2015-12-29,2060.5,2081.6,2060.5,2078.4,0
2015-12-30,2077.3,2077.3,2062.0,2063.4,0
2015-12-31,2060.6,2062.5,2043.6,2043.9,0
2016-01-04,2038.2,2038.2,1989.7,2012.7,0
2016-01-05,2013.8,2021.9,2004.2,2016.7,0
2016-01-06,2011.7,2011.7,1979.0,1990.3,0
2016-01-07,1985.3,1985.3,1938.8,1943.1,0
2016-01-08,1946.0,1960.4,1918.5,1922.0,0
2016-01-11,1926.1,1935.7,1901.1,1923.7,0
2016-01-12,1927.8,1947.4,1914.3,1938.7,0
2016-01-13,1940.3,1950.3,1886.4,1890.3,0
2016-01-14,1891.7,1934.5,1878.9,1921.8,0
2016-01-15,1916.7,1916.7,1857.8,1880.3,0
2016-01-19,1888.7,1901.4,1864.6,1881.3,0
2016-01-20,1876.2,1876.2,1812.3,1859.3,0
2016-01-21,1861.5,1889.8,1849.0,1869.0,0
2016-01-22,1877.4,1908.8,1877.4,1906.9,0
2016-01-25,1906.3,1906.3,1876.0,1877.1,0
2016-01-26,1878.8,1906.7,1878.8,1903.6,0
2016-01-27,1902.5,1917.0,1872.7,1883.0,0
2016-01-28,1885.2,1903.0,1873.7,1893.4,0
2016-01-29,1894.0,1940.2,1894.0,1940.2,0
2016-02-01,1936.9,1947.2,1920.3,1939.4,0
2016-02-02,1935.3,1935.3,1897.3,1903.0,0
2016-02-03,1907.1,1918.0,1872.2,1912.5,0
2016-02-04,1911.7,1927.3,1900.5,1915.5,0
2016-02-05,1913.1,1913.1,1872.7,1880.0,0
2016-02-08,1873.2,1873.2,1828.5,1853.4,0
2016-02-09,1848.5,1868.2,1834.9,1852.2,0
2016-02-10,1857.1,1881.6,1850.3,1851.9,0
2016-02-11,1847.0,1847.0,1810.1,1829.1,0
2016-02-12,1833.4,1864.8,1833.4,1864.8,0
2016-02-16,1871.4,1895.8,1871.4,1895.6,0
2016-02-17,1898.8,1930.7,1898.8,1926.8,0
2016-02-18,1927.6,1930.0,1915.1,1917.8,0
2016-02-19,1916.7,1918.8,1902.2,1917.8,0
2016-02-22,1924.4,1946.7,1924.4,1945.5,0
2016-02-23,1942.4,1942.4,1919.4,1921.3,0
2016-02-24,1917.6,1932.1,1891.0,1929.8,0
2016-02-25,1931.9,1951.8,1925.4,1951.7,0
2016-02-26,1955.0,1963.0,1945.8,1948.0,0
2016-02-29,1947.1,1958.3,1931.8,1932.2,0
2016-03-01,1937.1,1978.3,1937.1,1978.3,0
2016-03-02,1976.6,1986.5,1968.8,1986.5,0
2016-03-03,1985.6,1993.7,1977.4,1993.4,0
2016-03-04,1994.0,2009.1,1986.8,2000.0,0
2016-03-07,1996.1,2006.1,1989.4,2001.8,0
2016-03-08,1996.9,1996.9,1977.4,1979.3,0
2016-03-09,1981.4,1992.7,1979.8,1989.3,0
2016-03-10,1991.0,2005.1,1969.2,1989.6,0
2016-03-11,1994.7,2022.4,1994.7,2022.2,0
2016-03-14,2019.3,2024.6,2012.0,2019.6,0
2016-03-15,2015.3,2015.9,2005.2,2015.9,0
2016-03-16,2014.2,2032.0,2010.0,2027.2,0
2016-03-17,2026.9,2046.2,2022.2,2040.6,0
2016-03-18,2041.2,2052.4,2041.2,2049.6,0
2016-03-21,2047.9,2053.9,2043.1,2051.6,0
2016-03-22,2048.6,2056.6,2040.6,2049.8,0
2016-03-23,2048.6,2048.6,2034.9,2036.7,0
2016-03-24,2032.5,2036.0,2022.5,2035.9,0
2016-03-28,2037.9,2042.7,2032.0,2037.0,0
2016-03-29,2035.8,2055.9,2028.3,2055.0,0
2016-03-30,2058.3,2072.2,2058.3,2063.9,0
2016-03-31,2063.8,2067.9,2057.5,2059.7,0
2016-04-01,2056.6,2075.1,2044.0,2072.8,0
2016-04-04,2073.2,2074.0,2062.6,2066.1,0
2016-04-05,2062.5,2062.5,2042.6,2045.2,0
2016-04-06,2045.6,2067.3,2043.1,2066.7,0
2016-04-07,2063.0,2063.0,2033.8,2041.9,0
2016-04-08,2045.5,2060.6,2041.7,2047.6,0
2016-04-11,2050.2,2062.9,2041.9,2042.0,0
2016-04-12,2043.7,2065.1,2039.7,2061.7,0
2016-04-13,2065.9,2083.2,2065.9,2082.4,0
2016-04-14,2082.9,2087.8,2078.1,2082.8,0
2016-04-15,2083.1,2083.2,2076.3,2080.7,0
2016-04-18,2078.8,2094.7,2073.7,2094.3,0
2016-04-19,2096.1,2104.1,2091.7,2100.8,0
2016-04-20,2101.5,2111.1,2096.3,2102.4,0
2016-04-21,2102.1,2103.8,2088.5,2091.5,0
2016-04-22,2091.5,2094.3,2081.2,2091.6,0
2016-04-25,2089.4,2089.4,2077.5,2087.8,0
2016-04-26,2089.8,2096.9,2085.8,2091.7,0
2016-04-27,2092.3,2099.9,2082.3,2095.2,0
2016-04-28,2090.9,2099.3,2071.6,2075.8,0
2016-04-29,2071.8,2073.8,2052.3,2065.3,0
2016-05-02,2067.2,2083.4,2066.1,2081.4,0
2016-05-03,2077.2,2077.2,2054.9,2063.4,0
2016-05-04,2060.3,2060.3,2045.5,2051.1,0
2016-05-05,2052.9,2060.2,2045.8,2050.6,0
2016-05-06,2047.8,2057.7,2039.5,2057.1,0
2016-05-09,2057.6,2064.2,2054.3,2058.7,0
2016-05-10,2062.6,2084.9,2062.6,2084.4,0
2016-05-11,2083.3,2083.3,2064.5,2064.5,0
2016-05-12,2067.2,2074.0,2053.1,2064.1,0
2016-05-13,2062.5,2066.8,2043.1,2046.6,0
2016-05-16,2046.5,2071.9,2046.5,2066.7,0
2016-05-17,2065.0,2065.7,2040.8,2047.2,0
2016-05-18,2044.4,2060.6,2034.5,2047.6,0
2016-05-19,2044.2,2044.2,2025.9,2040.0,0
2016-05-20,2041.9,2058.3,2041.9,2052.3,0
2016-05-23,2052.2,2055.6,2047.3,2048.0,0
2016-05-24,2052.7,2079.7,2052.7,2076.1,0
2016-05-25,2078.9,2094.7,2078.9,2090.5,0
2016-05-26,2091.4,2094.3,2087.1,2090.1,0
2016-05-27,2090.1,2099.1,2090.1,2099.1,0
2016-05-31,2100.1,2103.5,2088.7,2097.0,0
2016-06-01,2093.9,2101.0,2085.1,2099.3,0
2016-06-02,2097.7,2105.3,2088.6,2105.3,0
2016-06-03,2104.1,2104.1,2085.4,2099.1,0
2016-06-06,2100.8,2113.4,2100.8,2109.4,0
2016-06-07,2110.2,2119.2,2110.2,2112.1,0
2016-06-08,2112.7,2120.6,2112.7,2119.1,0
2016-06-09,2115.7,2117.6,2107.7,2115.5,0
2016-06-10,2109.6,2109.6,2090.0,2096.1,0
2016-06-13,2091.8,2098.1,2078.5,2079.1,0
2016-06-14,2076.7,2081.3,2064.1,2075.3,0
2016-06-15,2077.6,2085.7,2069.8,2071.5,0
2016-06-16,2066.4,2079.6,2050.4,2078.0,0
2016-06-17,2078.2,2078.2,2062.8,2071.2,0
2016-06-20,2075.6,2100.7,2075.6,2083.2,0
2016-06-21,2085.2,2093.7,2083.0,2088.9,0
2016-06-22,2089.8,2099.7,2084.4,2085.4,0
2016-06-23,2092.8,2113.3,2092.8,2113.3,0
2016-06-24,2103.8,2103.8,2032.6,2037.4,0
2016-06-27,2031.5,2031.5,1991.7,2000.5,0
2016-06-28,2006.7,2036.1,2006.7,2036.1,0
2016-06-29,2042.7,2073.1,2042.7,2070.8,0
2016-06-30,2073.2,2098.9,2070.0,2098.9,0
2016-07-01,2099.3,2108.7,2097.9,2102.9,0
2016-07-05,2095.1,2095.1,2080.9,2088.6,0
2016-07-06,2084.4,2100.7,2074.0,2099.7,0
2016-07-07,2100.4,2109.1,2089.4,2097.9,0
2016-07-08,2107.0,2131.7,2107.0,2129.9,0
2016-07-11,2131.7,2143.2,2131.7,2137.2,0
2016-07-12,2139.5,2155.4,2139.5,2152.1,0
2016-07-13,2153.8,2156.4,2146.2,2152.4,0
2016-07-14,2157.9,2169.0,2157.9,2163.8,0
2016-07-15,2165.1,2169.1,2155.8,2161.7,0
2016-07-18,2162.0,2168.3,2159.6,2166.9,0
2016-07-19,2163.8,2164.6,2159.0,2163.8,0
2016-07-20,2166.1,2175.6,2164.9,2173.0,0
2016-07-21,2172.9,2174.6,2159.8,2165.2,0
